,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
74,0.411,https://api.spotify.com/v1/audio-analysis/4Tulf6yVo59f2ofSi3YUqW,0.787,210862,0.586,4Tulf6yVo59f2ofSi3YUqW,0.000311,10,0.118,-9.64,1,0.0695,140.036,4,https://api.spotify.com/v1/tracks/4Tulf6yVo59f2ofSi3YUqW,audio_features,spotify:track:4Tulf6yVo59f2ofSi3YUqW,0.581
75,0.128,https://api.spotify.com/v1/audio-analysis/4pjsFGDAEZXtDj9xy1IXuM,0.789,200160,0.368,4pjsFGDAEZXtDj9xy1IXuM,0.0,1,0.386,-17.36,1,0.41,116.984,4,https://api.spotify.com/v1/tracks/4pjsFGDAEZXtDj9xy1IXuM,audio_features,spotify:track:4pjsFGDAEZXtDj9xy1IXuM,0.763
76,0.946,https://api.spotify.com/v1/audio-analysis/1Vl8KL9wKJquggNpfADnkT,0.212,102960,0.0401,1Vl8KL9wKJquggNpfADnkT,0.00235,5,0.0705,-17.659,0,0.0441,171.367,3,https://api.spotify.com/v1/tracks/1Vl8KL9wKJquggNpfADnkT,audio_features,spotify:track:1Vl8KL9wKJquggNpfADnkT,0.122
77,0.0711,https://api.spotify.com/v1/audio-analysis/3sNO3o0ZM0PzPVhdq5K7VU,0.493,150947,0.78,3sNO3o0ZM0PzPVhdq5K7VU,0.067,0,0.0957,-6.877,1,0.0272,105.953,4,https://api.spotify.com/v1/tracks/3sNO3o0ZM0PzPVhdq5K7VU,audio_features,spotify:track:3sNO3o0ZM0PzPVhdq5K7VU,0.223
78,0.149,https://api.spotify.com/v1/audio-analysis/41oqThgUF4yiNz77TazXtl,0.543,205893,0.549,41oqThgUF4yiNz77TazXtl,0.082,0,0.114,-6.497,1,0.0306,80.079,4,https://api.spotify.com/v1/tracks/41oqThgUF4yiNz77TazXtl,audio_features,spotify:track:41oqThgUF4yiNz77TazXtl,0.404
79,0.196,https://api.spotify.com/v1/audio-analysis/36GPL4a7IHf0C6DdBpoifS,0.587,185360,0.844,36GPL4a7IHf0C6DdBpoifS,0.0,8,0.178,-7.061,1,0.0984,94.014,4,https://api.spotify.com/v1/tracks/36GPL4a7IHf0C6DdBpoifS,audio_features,spotify:track:36GPL4a7IHf0C6DdBpoifS,0.652
80,0.107,https://api.spotify.com/v1/audio-analysis/2WBzF0a3DDzqjNF8V3ApAw,0.722,172813,0.757,2WBzF0a3DDzqjNF8V3ApAw,2.06e-05,9,0.217,-7.918,0,0.0636,113.991,4,https://api.spotify.com/v1/tracks/2WBzF0a3DDzqjNF8V3ApAw,audio_features,spotify:track:2WBzF0a3DDzqjNF8V3ApAw,0.483
81,0.0239,https://api.spotify.com/v1/audio-analysis/1yF0uTFxZUifMWW7Ni4TWE,0.656,239178,0.891,1yF0uTFxZUifMWW7Ni4TWE,3.72e-06,6,0.152,-6.047,1,0.0823,80.98,4,https://api.spotify.com/v1/tracks/1yF0uTFxZUifMWW7Ni4TWE,audio_features,spotify:track:1yF0uTFxZUifMWW7Ni4TWE,0.434
82,0.473,https://api.spotify.com/v1/audio-analysis/7ou8MX6MmTHW2a84FJPI3r,0.617,184939,0.575,7ou8MX6MmTHW2a84FJPI3r,0.0,10,0.168,-4.993,0,0.0864,174.027,4,https://api.spotify.com/v1/tracks/7ou8MX6MmTHW2a84FJPI3r,audio_features,spotify:track:7ou8MX6MmTHW2a84FJPI3r,0.571
83,0.354,https://api.spotify.com/v1/audio-analysis/73hmUGQvCNlhDWzNPRvcx3,0.743,252865,0.377,73hmUGQvCNlhDWzNPRvcx3,0.0,8,0.187,-12.409,0,0.0376,112.366,3,https://api.spotify.com/v1/tracks/73hmUGQvCNlhDWzNPRvcx3,audio_features,spotify:track:73hmUGQvCNlhDWzNPRvcx3,0.556
84,0.601,https://api.spotify.com/v1/audio-analysis/7fdaDrzrokQ7OlfGuw7doD,0.729,227018,0.806,7fdaDrzrokQ7OlfGuw7doD,0.0,7,0.359,-3.106,1,0.0276,120.096,4,https://api.spotify.com/v1/tracks/7fdaDrzrokQ7OlfGuw7doD,audio_features,spotify:track:7fdaDrzrokQ7OlfGuw7doD,0.639
85,0.0512,https://api.spotify.com/v1/audio-analysis/2LesjfnNo5Pa6YMsycC2bc,0.742,203684,0.716,2LesjfnNo5Pa6YMsycC2bc,0.0,9,0.22,-6.654,1,0.039,105.004,4,https://api.spotify.com/v1/tracks/2LesjfnNo5Pa6YMsycC2bc,audio_features,spotify:track:2LesjfnNo5Pa6YMsycC2bc,0.887
86,0.337,https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX,0.722,313547,0.331,7EiZI6JVHllARrX9PUvAdX,0.283,8,0.146,-7.789,1,0.0725,143.974,4,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,audio_features,spotify:track:7EiZI6JVHllARrX9PUvAdX,0.102
87,0.0868,https://api.spotify.com/v1/audio-analysis/3zo93Swpm7wIkLJEFc1DIL,0.581,230200,0.579,3zo93Swpm7wIkLJEFc1DIL,0.0,9,0.312,-5.866,1,0.036,60.991,4,https://api.spotify.com/v1/tracks/3zo93Swpm7wIkLJEFc1DIL,audio_features,spotify:track:3zo93Swpm7wIkLJEFc1DIL,0.852
88,0.00559,https://api.spotify.com/v1/audio-analysis/7FpoD2ZlcBSj05rEHSZoiB,0.691,208493,0.749,7FpoD2ZlcBSj05rEHSZoiB,0.0,9,0.0762,-4.567,1,0.0274,140.014,4,https://api.spotify.com/v1/tracks/7FpoD2ZlcBSj05rEHSZoiB,audio_features,spotify:track:7FpoD2ZlcBSj05rEHSZoiB,0.473
89,0.0761,https://api.spotify.com/v1/audio-analysis/1OIua5mzl56rmoP9UXvoeP,0.61,300416,0.824,1OIua5mzl56rmoP9UXvoeP,0.0,11,0.132,-5.579,0,0.262,79.431,4,https://api.spotify.com/v1/tracks/1OIua5mzl56rmoP9UXvoeP,audio_features,spotify:track:1OIua5mzl56rmoP9UXvoeP,0.811
90,0.522,https://api.spotify.com/v1/audio-analysis/3ultAMxuMWHAF6a5oOyWpo,0.564,271680,0.372,3ultAMxuMWHAF6a5oOyWpo,0.0,2,0.0721,-7.135,1,0.0388,113.579,4,https://api.spotify.com/v1/tracks/3ultAMxuMWHAF6a5oOyWpo,audio_features,spotify:track:3ultAMxuMWHAF6a5oOyWpo,0.204
91,0.805,https://api.spotify.com/v1/audio-analysis/21Ygx5God9fR59DdBPVbDs,0.489,173160,0.0359,21Ygx5God9fR59DdBPVbDs,0.0,7,0.181,-23.935,1,0.0418,134.254,4,https://api.spotify.com/v1/tracks/21Ygx5God9fR59DdBPVbDs,audio_features,spotify:track:21Ygx5God9fR59DdBPVbDs,0.358
92,0.273,https://api.spotify.com/v1/audio-analysis/6Uc4EHr3ktYmLfLDY7LifJ,0.621,206373,0.54,6Uc4EHr3ktYmLfLDY7LifJ,0.0,6,0.347,-5.958,1,0.0477,134.832,4,https://api.spotify.com/v1/tracks/6Uc4EHr3ktYmLfLDY7LifJ,audio_features,spotify:track:6Uc4EHr3ktYmLfLDY7LifJ,0.418
93,0.000556,https://api.spotify.com/v1/audio-analysis/3ZklrEB5ALSoSnhBHINO9S,0.323,190160,0.895,3ZklrEB5ALSoSnhBHINO9S,0.366,0,0.764,-4.305,1,0.0531,72.282,4,https://api.spotify.com/v1/tracks/3ZklrEB5ALSoSnhBHINO9S,audio_features,spotify:track:3ZklrEB5ALSoSnhBHINO9S,0.276
94,0.101,https://api.spotify.com/v1/audio-analysis/1DylszI7qE7CB0yNugUxV6,0.751,285627,0.732,1DylszI7qE7CB0yNugUxV6,4.46e-05,5,0.119,-7.616,0,0.0517,100.02,4,https://api.spotify.com/v1/tracks/1DylszI7qE7CB0yNugUxV6,audio_features,spotify:track:1DylszI7qE7CB0yNugUxV6,0.675
95,0.173,https://api.spotify.com/v1/audio-analysis/48rH5LXC8MqBAuMdUSKc4g,0.485,197200,0.778,48rH5LXC8MqBAuMdUSKc4g,2.1e-06,11,0.233,-12.385,0,0.0547,165.2,4,https://api.spotify.com/v1/tracks/48rH5LXC8MqBAuMdUSKc4g,audio_features,spotify:track:48rH5LXC8MqBAuMdUSKc4g,0.785
96,0.203,https://api.spotify.com/v1/audio-analysis/3ZHUCxF4MAqNqxRp5WGjmd,0.576,175800,0.636,3ZHUCxF4MAqNqxRp5WGjmd,0.0,0,0.865,-7.613,1,0.0276,107.897,4,https://api.spotify.com/v1/tracks/3ZHUCxF4MAqNqxRp5WGjmd,audio_features,spotify:track:3ZHUCxF4MAqNqxRp5WGjmd,0.596
97,0.268,https://api.spotify.com/v1/audio-analysis/2gbVPiWjuoZQncypktAwvK,0.532,202840,0.473,2gbVPiWjuoZQncypktAwvK,0.0,7,0.109,-8.602,1,0.0577,75.191,4,https://api.spotify.com/v1/tracks/2gbVPiWjuoZQncypktAwvK,audio_features,spotify:track:2gbVPiWjuoZQncypktAwvK,0.51
