,artist,song,artist_followers,release_date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
0,Weird Al Yankovic,Slime Creatures From Outer Space,274175,1985,0.0248,0.703,262320,0.914,0.000182,5,0.291,-15.277,0,0.0458,108.1,4,0.543,21
1,Pat Benatar,I Want Out,302270,1988,0.000333,0.477,280213,0.859,0.000155,0,0.265,-8.625,1,0.0387,91.009,4,0.629,60
2,U2,Mothers Of The Disappeared,2078698,1987-03-03,0.135,0.525,314450,0.251,0.853,9,0.329,-20.426,1,0.0333,103.577,4,0.0574,38
3,Celine Dion,Have A Heart,1025185,2008,0.00497,0.625,198267,0.951,0.0,3,0.106,-5.209,1,0.0494,128.01,4,0.721,57
4,John Denver,Let Us Begin,2805634,2017-05-19,0.0297,0.67,222756,0.803,0.0,7,0.345,-3.075,1,0.274,85.599,4,0.388,42
5,Marillion,Marbles 4,113240,2004-05-03,0.641,0.404,85747,0.205,0.284,2,0.215,-19.834,1,0.0547,155.428,4,0.34,18
6,Alphaville,Burning Wheels,14273,2017-04-28,0.0347,0.506,184133,0.913,0.0,2,0.361,-6.516,0,0.103,145.109,4,0.627,31
7,Grateful Dead,Dancing In The Street,1276626,1984-08-21,0.0115,0.527,241307,0.942,0.0,1,0.188,-5.64,0,0.0366,148.723,4,0.495,72
8,Deep Purple,Never A Word,2002916,2012-04-13,0.684,0.482,535111,0.273,0.0,4,0.688,-12.113,0,0.0373,147.919,4,0.088,32
9,Michael Bolton,Don't Make Me Wait On Love,1181,1985-01-01,0.106,0.624,154973,0.52,0.0,11,0.0893,-9.402,1,0.0272,87.266,4,0.627,1
10,George Michael,A Moment With You,5433,2006-02-21,0.743,0.739,240293,0.536,0.817,9,0.216,-8.467,1,0.0359,110.047,4,0.509,26
11,Johnny Cash,Don't Step On Mother's Roses,689,2012-03-09,0.764,0.525,160733,0.531,0.0,0,0.145,-10.037,1,0.0307,167.267,4,0.717,0
12,Bruno Mars,When I Was Your Man,8681044,2012-12-07,0.932,0.612,213827,0.28,0.0,0,0.088,-8.648,1,0.0434,72.795,4,0.387,81
13,Uriah Heep,Dreamer,39375,2009,0.751,0.627,265013,0.383,0.0289,8,0.0984,-13.143,1,0.0407,154.028,4,0.421,63
14,Heart,Back To Avalon,161277,1988-08-02,0.0929,0.635,219533,0.395,0.0,4,0.27,-13.005,1,0.0266,117.096,4,0.334,48
15,Gary Valenciano,More Than Wonderful,16343,1990,0.805,0.314,281218,0.462,0.0,5,0.961,-12.113,1,0.084,119.986,4,0.319,24
16,Jimmy Buffett,Ain't He A Genius?,151233,1970,0.367,0.774,163827,0.34,0.00159,2,0.175,-12.571,1,0.0332,117.825,4,0.782,9
17,Les Miserables,The Wedding Chorale,383,1985,0.886,0.433,136307,0.505,1.46e-05,7,0.0931,-8.177,1,0.0926,71.007,4,0.523,23
18,Britney Spears,And Then We Kiss,2898897,2005-11-22,0.00134,0.549,267215,0.897,0.00149,8,0.264,-5.779,1,0.0358,129.982,4,0.378,31
19,New Order,Kiss Of Death,234893,2004-01-01,0.0164,0.602,240000,0.938,0.0,1,0.0612,-3.378,0,0.238,168.417,4,0.562,48
20,Elvis Presley,A Little Less Conversation,1712390,2009-12-08,0.000155,0.586,211173,0.935,0.277,4,0.159,-9.386,0,0.0482,114.997,4,0.58,63
21,Neil Diamond,Midnight Dream,33943,2013-02-01,0.00256,0.447,255185,0.968,1.15e-05,11,0.289,-4.351,1,0.113,95.034,4,0.33,44
22,Isley Brothers,Groove With You,376658,1978-08-21,0.726,0.607,291880,0.467,0.00791,9,0.131,-10.105,1,0.055,164.299,3,0.492,40
23,Beach Boys,Be True To Your School,891895,1963-10-07,0.501,0.528,128693,0.722,6.02e-06,10,0.0705,-6.128,1,0.0344,138.648,4,0.86,30
24,U2,Miami,292230,1997-10-03,0.0339,0.877,197560,0.534,1.73e-05,1,0.0441,-6.18,1,0.151,108.171,4,0.89,67
25,Olivia Newton-John,The Flower That Shattered The Stone,262481,1990,0.748,0.463,174040,0.052,0.0,5,0.111,-25.076,1,0.0364,114.702,3,0.227,32
26,Chris Rea,Ace Of Hearts,202835,2015-01-01,0.00229,0.224,217573,0.718,0.0,11,0.268,-5.396,0,0.0476,53.254,4,0.166,42
27,Grateful Dead,Here Comes Sunshine,204213,2016-05-20,0.255,0.334,360114,0.633,0.346,0,0.312,-5.104,1,0.0286,179.852,4,0.44,32
28,Waterboys,Spiritual City,5,2012,0.897,0.658,243066,0.168,0.0,3,0.113,-14.842,1,0.0507,155.874,4,0.565,0
29,Quietdrive,Do You Know,305591,2014-10-06,0.746,0.5,185200,0.292,0.0,0,0.188,-8.554,1,0.0323,145.879,4,0.37,78
30,Nat King Cole,Laughing On The Outside,12213,2014-04-18,0.971,0.322,187267,0.18,0.00237,7,0.224,-11.701,0,0.041,66.587,4,0.323,20
31,Cheap Trick,My Obsession,1399322,2003-11-18,5.22e-05,0.254,300773,0.941,5.34e-06,9,0.131,-4.022,1,0.17,95.252,4,0.251,34
32,Dream Theater,Just Let Me Breathe,29557,2016-12-01,0.0706,0.792,197013,0.65,0.0,11,0.344,-7.706,0,0.217,124.992,4,0.879,43
33,Leonard Cohen,I Left A Woman Waiting,709816,1977-11-13,0.879,0.293,206173,0.284,0.299,2,0.17,-14.37,1,0.0344,150.793,4,0.344,27
34,Arlo Guthrie,This Land Is Your Land,59146,2017-01-20,0.014,0.526,180725,0.893,0.00365,2,0.0937,-4.919,1,0.0343,109.079,4,0.872,44
35,Bon Jovi,Bang A Drum,6652742,2008-08-26,0.0557,0.731,192560,0.971,0.000111,7,0.395,-3.154,1,0.129,101.0,4,0.754,39
36,Donna Summer,Christmas Is Here,46093,1965,0.978,0.326,166387,0.139,3.65e-06,5,0.102,-19.668,1,0.0381,120.384,5,0.0931,59
37,Westlife,Catch My Breath,2095056,2012-11-19,0.0251,0.692,250387,0.908,0.0,9,0.0933,-5.364,1,0.0677,124.042,4,0.513,53
38,Peter Cetera,On The Line,1042381,2012-01-01,0.00265,0.508,222013,0.93,2.64e-06,0,0.406,-4.518,1,0.0372,96.993,4,0.607,65
39,Depeche Mode,Shouldn't Have Done That,5642,2016-04-15,0.704,0.786,265527,0.39,0.121,7,0.127,-8.914,1,0.109,92.985,4,0.344,48
40,Reo Speedwagon,Good Trouble,233188,2013-10-22,0.0363,0.829,230147,0.435,0.878,0,0.119,-10.136,1,0.0515,103.816,4,0.594,65
41,Morrissey,Meat Is Murder,1247006,1985,0.00201,0.388,295440,0.955,0.0366,9,0.146,-6.184,1,0.0411,150.352,4,0.693,52
42,Dream Theater,Misunderstood,673376,2017-01-13,0.223,0.724,248945,0.452,0.0,1,0.118,-8.998,1,0.0884,141.903,4,0.139,70
43,Gary Valenciano,High School Life,32143,2013-02-22,0.818,0.305,261720,0.377,0.00194,7,0.375,-13.04,1,0.0299,134.748,4,0.187,36
44,Bob Dylan,Catfish,448229,2016-05-27,0.000243,0.525,256307,0.718,0.00224,10,0.0962,-4.891,1,0.0423,155.074,4,0.289,59
45,Erasure,Snappy,503640,2016-06-24,0.0877,0.894,182182,0.892,0.00167,1,0.0528,-2.663,1,0.131,110.041,4,0.862,55
46,Hollies,It's In Her Kiss,1704,2016-11-03,0.983,0.478,218182,0.0586,0.881,11,0.119,-22.829,1,0.203,175.58,4,0.49,0
47,The Temptations,Ball Of Confusion,389429,2016-09-09,0.095,0.585,279493,0.878,1.22e-05,7,0.253,-3.858,0,0.129,157.952,4,0.477,43
48,Peter Gabriel,Walk Through The Fire,13674,2016-07-17,0.443,0.214,216000,0.514,6.55e-06,5,0.113,-6.57,0,0.0399,74.997,4,0.199,50
49,Thin Lizzy,Silver Dollar,1771168,2017-01-27,0.0189,0.689,181413,0.904,0.0,1,0.0671,-1.802,1,0.143,89.984,4,0.772,44
50,Patsy Cline,"Yes, I Understand",196376,2009-04-21,0.888,0.699,173560,0.354,2.35e-05,9,0.0691,-12.498,1,0.0292,104.437,4,0.679,8
51,Electric Light Orchestra,Across The Border,563051,1977,0.0356,0.286,233800,0.728,0.000674,5,0.354,-8.803,1,0.0782,145.62,4,0.372,41
52,David Guetta,Just A Little More Love (Elektro Edit),10545158,2002-06-10,0.0497,0.591,229773,0.669,0.0155,9,0.0918,-8.81,0,0.0301,114.94,4,0.142,20
53,Louis Armstrong,Let's Do It (Let's Fall In Love),674021,2017-09-29,0.661,0.357,215520,0.247,0.0,5,0.0904,-11.376,1,0.0296,79.075,4,0.385,40
54,Willie Nelson,Both Ends Of The Candle,443839,2006-06-20,0.48,0.392,181827,0.198,0.486,9,0.107,-15.446,1,0.033,85.633,3,0.173,5
55,John Prine,Unwed Fathers,75690,2010,0.103,0.572,219960,0.497,0.0038,9,0.131,-9.835,1,0.0315,131.883,4,0.244,24
56,Bon Jovi,Deep Cuts The Night,240126,2003-01-17,0.00621,0.505,218240,0.873,0.00925,10,0.338,-7.226,0,0.0615,179.971,4,0.582,29
57,Foreigner,Can't Wait,3348,1994-01-01,0.294,0.625,170880,0.52,5.99e-05,6,0.0951,-14.213,1,0.0586,98.819,4,0.902,65
58,Indigo Girls,Midnight Train To Georgia,160876,1972,0.229,0.576,279467,0.475,2.48e-05,10,0.0865,-8.432,0,0.0385,91.879,4,0.467,56
59,Kinks,A Little Bit Of Sunlight,553451,1965-03-05,0.934,0.509,110840,0.507,0.0017,8,0.364,-14.072,1,0.0893,144.944,4,0.613,13
60,Patti Smith,Cartwheels,13036,2016-09-02,0.152,0.502,215027,0.58,0.0,2,0.0985,-3.942,1,0.0424,135.838,4,0.343,39
61,John McDermott,The Spanish Lady,3455,2015-05-15,0.196,0.832,189427,0.743,7.71e-05,7,0.0674,-4.4,1,0.13,109.053,4,0.749,41
62,Lou Reed,Animal Language,491907,1974-08-01,0.4,0.6,185507,0.969,0.0531,2,0.291,-3.624,1,0.048,130.883,4,0.716,20
63,Paul Simon,50 Ways To Leave Your Lover,521838,1975-10-25,0.166,0.815,217347,0.372,0.000116,7,0.0767,-12.814,1,0.0752,101.684,4,0.293,62
64,Iron Maiden,Running Free - Live,2116413,1985-10-14,0.0511,0.37,523133,0.918,0.0163,0,0.925,-9.133,1,0.0467,101.032,4,0.476,30
65,Bill Withers,Make Love To Your Mind,345073,1975,0.499,0.64,383640,0.576,0.00443,9,0.103,-12.851,1,0.0449,125.429,4,0.935,27
66,Townes Van Zandt,Snake Mountain Blues,22921,2017-05-12,0.881,0.677,186420,0.237,0.106,3,0.109,-15.915,1,0.0291,78.664,4,0.276,40
67,Pet Shop Boys,Friendly Fire,99441,2014-06-23,0.000175,0.396,223000,0.938,1.07e-05,8,0.646,-4.977,1,0.124,161.929,3,0.314,43
68,GMB,Since I Believe In You,5,2013-03-17,0.838,0.51,295453,0.501,0.000334,3,0.133,-9.131,1,0.035,113.223,4,0.654,0
69,Mariah Carey,I Only Wanted,1998664,2002-01-01,0.68,0.605,218107,0.436,1.4e-05,5,0.225,-7.124,0,0.0333,117.375,4,0.302,27
70,Frankie Valli,Where Did We Go Wrong,671651,2014-01-01,0.45,0.654,216853,0.532,0.0,7,0.0853,-6.435,1,0.0486,79.954,4,0.43,40
71,Within Temptation,Enter,4605841,1991-08-12,0.00206,0.579,331573,0.824,0.00903,6,0.059,-8.71,0,0.03,123.331,4,0.635,72
72,Glee,I'm The Only One,4163220,2014-01-01,0.554,0.453,239317,0.496,2.65e-05,5,0.0772,-5.785,1,0.0453,80.994,4,0.501,77
73,Kirk Franklin,They Need To Know,286781,1996,0.508,0.42,239267,0.294,0.0,10,0.141,-9.381,1,0.0316,115.902,4,0.0747,20
74,Weird Al Yankovic,The White Stuff,274175,1992-01-01,0.0488,0.845,161693,0.536,0.0,1,0.0715,-9.012,1,0.0547,115.954,4,0.899,26
75,Alphaville,Flame,701957,2017-03-16,0.0577,0.631,186463,0.845,0.0,5,0.0999,-3.143,1,0.0489,81.995,4,0.53,65
76,Xzibit,Scent Of A Woman,60084,1997-05-13,0.821,0.349,231160,0.134,0.0487,7,0.0464,-21.963,0,0.0505,118.069,4,0.429,42
77,George Strait,Let's Get Down To It,2572,2010-11-22,0.00526,0.327,206100,0.947,0.0,7,0.14,-4.042,0,0.0834,165.099,3,0.327,13
78,Barbie,Written In Your Heart,57732,1978,0.973,0.363,397973,0.14,0.000464,7,0.136,-15.783,1,0.0333,114.127,4,0.13,31
79,George Harrison,Knockin' On Heaven's Door,4399937,1991-01-01,0.0204,0.486,336000,0.744,0.00298,6,0.112,-7.176,1,0.0404,132.446,4,0.362,66
80,Hillsong United,Let The Peace Of God Reign,67597,2015-02-08,0.584,0.402,316672,0.425,0.0,5,0.653,-8.69,1,0.0284,133.508,4,0.208,33
81,Violent Femmes,Special,4163220,2017-11-03,0.615,0.661,201000,0.373,0.0,5,0.177,-8.249,1,0.0505,91.5,4,0.523,85
82,Roxette,Better Off On Her Own,381730,2003-03-24,0.319,0.562,167787,0.589,0.0,2,0.121,-4.828,1,0.0257,121.647,4,0.361,1
83,Kanye West,Breath In Breath Out,651725,2000-01-18,0.856,0.469,318373,0.397,0.436,7,0.147,-7.55,1,0.034,115.673,4,0.196,35
84,Townes Van Zandt,"High, Low And In Between",83819,1972,0.635,0.658,195640,0.287,0.00187,2,0.117,-18.256,1,0.038,147.503,4,0.69,34
85,Unearth,Internal War,9241,2010-04-15,2.15e-05,0.406,131239,0.902,3.28e-05,9,0.0832,-4.716,1,0.0591,90.511,4,0.392,30
86,Beautiful South,Half-Hearted Get,178,2011-05-10,0.419,0.485,240480,0.77,9.78e-05,7,0.121,-6.32,1,0.0539,161.899,4,0.692,0
87,Emmylou Harris,Green Pastures,1467,2017-03-24,0.736,0.366,276388,0.446,0.00237,0,0.0748,-11.981,1,0.0356,80.076,4,0.248,34
88,Megadeth,Burnt Ice,1001825,2007-05-08,1.12e-05,0.28,227187,0.961,0.176,11,0.285,-3.283,0,0.159,188.892,4,0.52,29
89,Bruce Springsteen,Detroit Medley,2862,2005-04-26,0.25,0.544,212000,0.84,0.0,0,0.167,-10.409,1,0.0627,79.264,4,0.743,34
90,Amy Grant,Eye To Eye,370122,1997-04-08,0.00327,0.562,253413,0.593,0.00139,5,0.0967,-9.362,1,0.0263,80.289,4,0.574,65
91,Foo Fighters,Seda,3295,2016-02-12,0.0759,0.841,186976,0.694,0.0,7,0.102,-5.114,0,0.0937,90.034,4,0.83,69
92,America,Living Isn't Really Giving,243087,1972,0.686,0.328,289080,0.277,0.0805,4,0.199,-18.411,0,0.0405,80.639,4,0.437,0
93,Matt Redman,A Greater Song,34898,2006-04-11,0.138,0.384,344080,0.539,0.0,10,0.375,-7.433,1,0.0308,147.79,4,0.287,41
94,Korn,Let The Guilt Go,1623956,2010-07-09,0.0166,0.441,236093,0.992,1.25e-06,0,0.187,-3.472,1,0.164,118.977,4,0.187,34
95,Dean Martin,Because You're Mine,10896,2008-11-11,0.987,0.251,113813,0.317,0.0,0,0.364,-10.888,0,0.0415,173.337,4,0.208,0
96,Vanessa Williams,Just For Tonight,2572545,2015-07-31,0.0809,0.476,213333,0.658,0.0,1,0.111,-6.379,1,0.0969,172.292,4,0.253,51
97,Outkast,Church,212738,2017-07-22,0.379,0.844,150622,0.747,0.0,8,0.233,-4.282,1,0.266,102.013,4,0.509,71
98,Rush,Ceiling Unlimited,1196,2014-02-14,0.869,0.339,275360,0.164,0.0933,2,0.116,-17.177,1,0.0298,99.398,3,0.143,31
99,Leann Rimes,What A Wonderful World,894419,1968-01-01,0.668,0.292,139227,0.169,2.47e-06,5,0.118,-20.575,1,0.0368,77.163,4,0.209,62
100,Neil Young,I Am A Child,25542,2005-09-14,0.961,0.385,349853,0.0994,0.931,10,0.0599,-20.326,1,0.033,127.014,4,0.0794,33
101,LL Cool J,The G.O.A.T.,5455,2011-10-21,0.834,0.403,342653,0.387,0.699,9,0.181,-11.312,1,0.0397,126.283,4,0.588,44
102,Hillsong,Mercy Endures,67597,2011-01-18,0.751,0.41,211600,0.28,0.0,5,0.119,-9.866,1,0.0298,142.67,4,0.286,10
103,Queen,April Lady,547325,1958-01-01,0.929,0.461,185587,0.128,7.34e-05,5,0.142,-14.227,1,0.0345,73.682,4,0.234,46
104,Who,La La La Lies,178128,2016-10-07,0.0101,0.625,199720,0.693,0.00084,9,0.0912,-6.238,1,0.0362,146.008,4,0.47,32
105,Flo-Rida,Ruff Me Up,17116,2009-07-21,0.0285,0.617,191480,0.92,0.0,11,0.363,-4.067,0,0.261,142.056,4,0.602,12
106,HIM,Larger Than Life,1080192,1999-05-18,0.11,0.661,232827,0.973,1.74e-05,0,0.617,-2.994,0,0.037,108.037,4,0.75,58
107,Spandau Ballet,Pharaoh,32311,2015-11-06,0.107,0.703,214757,0.806,0.0,2,0.134,-6.415,1,0.153,94.979,4,0.279,55
108,David Allan Coe,As Far As This Feeling Will Take Us,146797,2014-09-12,0.564,0.615,173747,0.293,0.0,0,0.223,-11.622,1,0.0249,89.192,3,0.263,18
109,Leo Sayer,Oh Wot A Life,43949,1996,0.636,0.685,174000,0.462,0.193,2,0.14,-12.087,1,0.0338,135.163,4,0.966,5
110,John McDermott,Oh Rowan Tree,8,2012-10-12,0.969,0.266,267800,0.188,0.649,7,0.21,-13.149,1,0.033,109.51,3,0.216,4
111,Nick Drake,One Of These Things First,235641,1970-01-01,0.839,0.605,290733,0.382,0.361,4,0.0976,-18.328,1,0.0371,90.104,3,0.705,49
112,Kim Wilde,Can You Come Over,33225,2009-11-01,0.0821,0.374,146787,0.712,0.1,4,0.111,-5.144,0,0.0447,82.758,4,0.764,26
113,Vonda Shepard,100 Tears Away,13751,1992,0.405,0.556,293627,0.313,0.000263,7,0.0782,-13.011,1,0.0337,122.367,4,0.12,16
114,Coldplay,Swallowed In The Sea,8983349,2005-06-07,0.0557,0.29,239002,0.378,1.29e-06,11,0.119,-10.823,1,0.0317,142.123,4,0.153,57
115,Procol Harum,The Worm And The Tree,269,2005-01-01,0.00265,0.386,202571,0.896,0.00255,9,0.103,-6.212,0,0.0609,91.295,4,0.359,0
116,America,Tall Treasures,243087,1979,0.377,0.452,199107,0.409,0.0,2,0.0569,-14.051,0,0.0414,166.315,4,0.482,14
117,Ocean Colour Scene,For Every Corner,107202,2010-01-01,0.0108,0.613,226000,0.805,0.0,0,0.312,-5.01,1,0.0293,117.008,4,0.384,1
118,Imperials,Lord Of The Harvest,117870,2002-09-05,0.14,0.616,320040,0.951,0.0,6,0.389,-3.744,1,0.0831,129.978,4,0.684,29
119,Modern Talking,There's Something In The Air,17,2015-02-24,0.0191,0.25,175970,0.612,0.00491,9,0.221,-4.766,1,0.0405,109.944,4,0.675,0
120,Everlast,Shook Ones Pt. Ii,366576,1995-04-25,0.0146,0.763,325507,0.786,0.0114,10,0.0817,-6.472,0,0.229,93.857,4,0.504,73
121,Noa,Nanua,34,2004-06-16,0.134,0.453,247933,0.86,0.875,7,0.103,-4.702,1,0.0824,95.317,4,0.651,0
122,Santana,Searchin',25860,2017-01-27,0.145,0.719,264242,0.397,1.06e-05,10,0.181,-12.531,0,0.0368,104.008,4,0.327,53
123,The Weeknd,Earned It,8266334,2014-12-23,0.404,0.664,252227,0.371,0.0,2,0.0971,-5.959,0,0.0306,119.95,3,0.429,74
124,Clash,White Riot,887037,1977,0.000609,0.169,116440,0.974,0.774,2,0.295,-4.863,1,0.0649,205.278,4,0.605,49
125,Cyndi Lauper,You've Really Got A Hold On Me,230553,2008-01-01,0.118,0.656,194760,0.402,0.0,9,0.0828,-13.263,0,0.0314,117.742,3,0.673,51
126,Richard Marx,Ready To Fly,402065,1999-08-27,0.245,0.644,231293,0.644,0.00083,7,0.27,-7.542,1,0.0305,98.746,4,0.293,50
127,Quietdrive,Motivation,909690,2011-04-11,0.176,0.721,231173,0.668,0.000104,9,0.0732,-5.561,0,0.0505,140.919,4,0.271,66
128,Avril Lavigne,How You Remind Me,2254984,2001-09-11,0.00135,0.446,223840,0.764,0.0,10,0.099,-5.042,1,0.033,172.094,4,0.543,75
129,Hollies,Candy Man,9329,2017-10-20,0.0524,0.816,158450,0.849,1.37e-05,2,0.161,-3.453,1,0.225,99.973,4,0.623,52
130,George Michael,Giving You My Heart Forever,96445,1995-01-01,0.741,0.495,296560,0.414,0.0,7,0.1,-7.117,1,0.024,91.101,4,0.364,19
131,Matt Redman,Rejoice With Trembling,213701,2002-07-03,0.53,0.55,314067,0.33,8.3e-05,7,0.0877,-12.955,1,0.0273,79.993,4,0.308,4
132,Talking Heads,Crosseyed And Painless,502151,1980-10-08,0.138,0.723,285613,0.818,0.748,7,0.218,-5.946,1,0.0366,135.122,4,0.894,53
133,Blur,Wear Me Down,224061,2013-01-01,0.0826,0.716,208893,0.83,0.0,0,0.29,-4.193,0,0.0257,113.954,3,0.511,33
134,King Diamond,Sleep Tight Little Baby,4739,2016-11-01,0.978,0.305,299093,0.232,0.963,10,0.276,-14.426,1,0.0362,105.04,4,0.113,16
135,David Allan Coe,33rd Of August,146797,1974,0.634,0.351,329853,0.151,0.0017,2,0.235,-14.269,1,0.0359,125.709,4,0.207,14
136,Moody Blues,And The Tide Rushes In,183362,1970-08-07,0.521,0.454,176053,0.339,1.3e-05,2,0.536,-11.483,1,0.029,99.498,4,0.475,27
137,Lady Gaga,Manicure,3761103,2013-01-01,0.00157,0.667,199787,0.914,1.6e-06,6,0.85,-3.215,0,0.047,138.104,4,0.887,48
138,Stone Temple Pilots,Silvergun Superman,727993,1994-06-07,0.000308,0.381,316440,0.906,0.0137,7,0.271,-8.431,1,0.0378,137.62,4,0.648,42
139,Nirvana,The Money Will Roll Right In,4353870,2009-01-01,0.00369,0.333,136560,0.985,0.492,5,0.891,-7.377,0,0.0778,134.811,4,0.153,34
140,Toto,A Secret Love,193242,1998-01-01,0.12,0.338,260707,0.576,0.0,6,0.0738,-7.275,1,0.169,158.793,5,0.485,35
141,Mary Black,Rares Hill,26,1999,0.709,0.246,424920,0.207,0.0101,7,0.152,-13.417,0,0.0275,93.916,3,0.0421,0
142,Conway Twitty,Back Street Affair,89512,1999-06-04,0.216,0.751,167693,0.292,0.0,2,0.0763,-9.537,1,0.0362,131.024,4,0.494,22
143,Pet Shop Boys,Psychological,1000400,2010,0.43,0.286,1097787,0.343,0.798,9,0.112,-14.233,0,0.0419,143.892,4,0.0524,28
144,Kelly Clarkson,Stronger,5778143,2007-01-01,0.00728,0.625,311867,0.726,0.0,10,0.318,-7.731,0,0.155,103.98,4,0.483,76
145,Fleetwood Mac,Miles Away,256681,2015-03-31,0.000495,0.491,217527,0.94,0.000182,6,0.0961,-4.71,1,0.0509,159.981,4,0.597,50
146,Incubus,Midnight Swim,24515,2017-06-12,0.00307,0.668,207272,0.722,8.74e-05,10,0.453,-4.215,0,0.0422,87.99,4,0.527,47
147,John Prine,"Silent Night, All Day Long",89512,2009-04-07,0.85,0.621,233093,0.241,0.000156,7,0.135,-16.869,1,0.0314,123.602,3,0.483,12
148,Conway Twitty,Good Time Charlies Got The Blues,1080,2005-05-24,0.751,0.571,181973,0.23,0.00416,7,0.111,-13.111,1,0.0288,84.002,4,0.524,41
149,Pat Benatar,Temptation,728077,2017-04-07,0.397,0.775,244198,0.707,0.0,10,0.874,-5.339,0,0.152,104.979,4,0.78,72
150,Kelly Family,Audrey,1112016,2012-06-26,0.182,0.58,256053,0.579,0.0,11,0.25,-6.219,0,0.0346,77.474,4,0.569,59
151,Kid Rock,U Don't Know Me,1804929,2004-11-29,0.0496,0.779,243506,0.66,0.0,1,0.0825,-4.854,1,0.17,83.914,4,0.526,51
152,Hooverphonic,Jackie Cane,115403,1998,0.00559,0.478,259133,0.841,0.00139,10,0.169,-5.782,1,0.0303,171.54,4,0.819,29
153,Halloween,Trick Or Treat,2997,2016-10-27,0.168,0.767,203743,0.909,4.68e-05,6,0.116,-4.681,1,0.103,105.048,4,0.726,37
154,David Bowie,Heaven's In Here,280891,2016-02-05,0.00274,0.256,349587,0.564,0.0,11,0.743,-6.496,1,0.0366,139.914,3,0.152,71
155,Keith Urban,Sweet Thing,575112,1968-11-01,0.23,0.518,265547,0.385,0.000226,4,0.124,-14.636,1,0.0339,86.604,3,0.712,61
156,Vince Gill,Feels Like Love,1238117,2016-04-01,0.0201,0.42,227680,0.658,1.27e-06,8,0.408,-5.398,1,0.085,94.678,4,0.197,53
157,Hank Williams,Crazy Heart,405261,1975,0.116,0.427,293440,0.459,0.000103,9,0.132,-12.442,0,0.0332,129.878,4,0.383,64
158,Virgin Steele,Blaze Of Victory (The Watchman's Song),7767,2016-05-06,0.6,0.226,239560,0.448,0.000347,1,0.156,-11.418,1,0.0343,98.611,3,0.0385,2
159,Jimi Hendrix,Astro Man,238716,1999-01-01,0.0803,0.873,151107,0.71,0.000107,6,0.0795,-6.286,1,0.09,97.247,4,0.97,30
160,Blur,End Of A Century,791952,2000-10-30,0.192,0.452,166933,0.644,0.0,7,0.201,-8.013,1,0.0276,81.586,4,0.514,44
161,Kelly Family,What If Love...,447605,2017-03-01,0.0201,0.619,189463,0.642,0.0,5,0.178,-7.063,1,0.215,144.817,3,0.426,48
162,Emmylou Harris,I Don't Wanna Talk About It Now,106890,2000-09-01,0.305,0.577,285293,0.703,0.0196,3,0.0947,-8.727,1,0.032,146.877,4,0.735,19
163,Uncle Kracker,Please Come Home,1998681,1994,0.022,0.566,153240,0.782,0.0,3,0.109,-7.444,1,0.0311,127.16,4,0.697,64
164,Gordon Lightfoot,Long River,4516096,2012,0.00177,0.404,241653,0.966,0.0,6,0.752,-4.831,1,0.0865,129.93,4,0.625,51
165,Cyndi Lauper,Cyrus In The Moonlight,5,1998-01-01,0.2,0.493,288267,0.381,0.00471,2,0.184,-9.163,1,0.0298,112.561,3,0.271,2
166,Loretta Lynn,God's Country,234436,2015-10-22,0.587,0.464,205387,0.225,5.64e-06,0,0.116,-9.155,1,0.0403,84.677,4,0.214,62
167,Dewa 19,Arjuna,70,2017-09-27,0.199,0.747,281092,0.594,0.0278,0,0.127,-6.987,1,0.0926,142.81,4,0.518,28
168,America,In The Dark,2644295,2017-11-10,0.73,0.317,216611,0.28,0.0,7,0.34,-8.062,1,0.039,70.726,4,0.255,0
169,Dire Straits,Communique,1014382,1979-06-15,0.0349,0.793,349707,0.688,0.503,2,0.0803,-11.154,1,0.0358,110.32,4,0.963,30
170,Luther Vandross,I Can Make It Better,396325,1996-10-01,0.285,0.714,335480,0.497,0.0,0,0.0668,-7.643,1,0.0344,95.817,3,0.671,30
171,Yeah Yeah Yeahs,Hysteric,568421,2009-01-01,0.000237,0.579,230347,0.688,0.085,10,0.109,-6.59,1,0.0299,132.036,4,0.365,43
172,Tom Waits,Fannin Street,485124,2006-11-21,0.945,0.453,301867,0.197,0.00185,0,0.114,-15.497,1,0.0319,112.487,3,0.215,21
173,Kelly Family,Burning Fire,2322824,2016-05-02,0.00227,0.627,203352,0.706,0.0,10,0.122,-3.201,0,0.0597,99.93,4,0.536,71
174,Jason Mraz,Who's Thinking About You Now?,2002927,2012-04-13,0.188,0.554,287653,0.5,1.1e-05,3,0.113,-10.572,0,0.0339,144.229,4,0.301,36
175,James Taylor,Rock 'n Roll Is Music Now,432035,1975-06-30,0.313,0.66,208240,0.517,0.000332,1,0.0673,-13.019,0,0.0272,88.669,4,0.792,19
176,Air Supply,Love Conquers Time,314683,1991-07-19,0.157,0.487,305107,0.572,0.000354,5,0.112,-9.153,1,0.0259,99.604,4,0.269,10
177,Dolly Parton,"Cry, Cry Darlin'",146797,2014-09-19,0.447,0.684,168080,0.354,0.0,5,0.129,-12.506,1,0.0329,112.86,4,0.436,33
178,Vangelis,I Can't Take It Anymore,1,2008-11-30,0.268,0.595,274573,0.445,7.69e-05,0,0.0857,-10.814,0,0.0387,150.361,4,0.344,0
