,artist,song,artist_followers,release_date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
3278,Billie Holiday,Billie Blues,547305,1956,0.967,0.384,181387,0.078,5.49e-06,0,0.135,-13.77,0,0.0469,97.427,4,0.135,50
3279,Marilyn Manson,Target Audience,1202928,2000-11-11,0.00552,0.368,258400,0.926,0.000627,10,0.28,-5.713,1,0.198,144.039,4,0.162,34
3280,Outkast,Love And War,934373,2017-04-21,0.422,0.482,230832,0.739,1.87e-05,7,0.468,-5.476,1,0.0342,155.932,4,0.613,65
3281,Annie,Helpless Fool For Love,18829,2004-09-28,0.0133,0.786,239026,0.672,0.241,2,0.109,-7.098,1,0.0886,101.493,4,0.582,11
3282,Chris Brown,Boing,4835,2017-03-08,0.0012,0.757,203864,0.516,0.0208,10,0.486,-7.919,0,0.0674,120.031,4,0.501,37
3283,Kenny Chesney,"Lonely, Needin' Lovin'",1259391,1997,0.0333,0.691,213933,0.746,5.27e-06,7,0.122,-7.68,1,0.0271,123.965,4,0.669,18
3284,David Allan Coe,Just Divorced,146751,2014-09-12,0.383,0.597,166960,0.44,0.0,7,0.07,-10.465,1,0.0382,90.351,4,0.952,45
3285,Patti Smith,Dream Of Life,866828,2014-09-09,0.798,0.405,229840,0.265,1.78e-06,7,0.108,-8.984,1,0.0315,119.75,4,0.0549,53
3286,Electric Light Orchestra,Endless Lies,562923,1986,0.547,0.243,180013,0.5,0.00142,3,0.113,-8.176,1,0.0315,85.59,4,0.291,30
3287,LL Cool J,I Can Give You More,360225,1985-11-18,0.00447,0.784,307640,0.504,0.00591,1,0.0606,-17.19,1,0.534,190.357,4,0.885,15
3288,Journey,What It Takes To Win,11961,2011-11-08,0.000135,0.536,191000,0.952,0.0,1,0.362,-5.093,0,0.0608,100.018,4,0.533,19
3289,Train,I Got You,840047,2017-02-16,0.0481,0.606,191800,0.889,3.56e-06,9,0.0933,-4.782,0,0.0519,97.988,4,0.337,70
3290,Jim Croce,Thursday,39479,2016-05-12,0.145,0.655,185045,0.715,0.0,7,0.357,-5.504,1,0.183,100.055,4,0.609,57
3291,Louis Armstrong,Cheek To Cheek,673890,1956-01-01,0.595,0.654,353267,0.311,0.0,0,0.125,-13.314,1,0.106,122.167,4,0.677,56
3292,Ice Cube,Cold Places,1405611,2008-08-19,0.0184,0.744,252813,0.801,0.0,7,0.22,-4.272,1,0.216,84.006,4,0.803,29
3293,Helloween,Steel Tormentor,302235,2016-09-13,4.3e-06,0.466,340160,0.966,0.111,1,0.302,-5.541,1,0.0878,105.1,4,0.19,30
3294,Matt Redman,God Of Our Yesterdays,15317,2010-08-30,0.291,0.517,278480,0.348,0.0,9,0.142,-8.623,1,0.0281,77.048,1,0.0896,21
3295,Jimmy Buffett,Christmas In The Caribbean,151228,1992-05-19,0.295,0.786,191933,0.528,0.0,7,0.0997,-12.277,1,0.0423,134.77,4,0.97,21
3296,Dave Matthews Band,After Her,2,2016-06-28,0.754,0.419,184799,0.0971,0.846,0,0.13,-22.286,1,0.051,110.013,4,0.0394,34
3297,Quincy Jones,P.Y.T (Pretty Young Thing),4087163,1982-11-30,0.23,0.888,238733,0.815,0.000424,11,0.127,-4.909,0,0.0404,127.273,4,0.961,70
3298,Queen,Pain Is So Close To Pleasure,5132083,1986-06-02,0.0613,0.761,261480,0.617,0.0172,9,0.136,-6.515,0,0.0249,112.151,4,0.615,21
3299,Arlo Guthrie,Me And My Goose,229157,2003-09-16,0.00157,0.912,331933,0.522,2.66e-05,2,0.139,-6.906,1,0.0913,112.02,4,0.357,29
3300,Pat Benatar,Tell Me,5246692,2017-09-29,0.0223,0.702,203760,0.635,0.0,11,0.283,-6.917,0,0.265,144.004,4,0.873,86
3301,Bee Gees,Dimensions,1972,2016-08-19,0.000272,0.531,253150,0.793,3.78e-05,1,0.229,-3.939,1,0.0953,127.003,4,0.46,48
3302,Vince Gill,Given More Time,132160,2010-01-01,0.254,0.508,235800,0.653,0.000177,7,0.0706,-5.706,1,0.0276,138.017,4,0.73,11
3303,Joni Mitchell,My Secret Place,627706,2010-06-15,0.948,0.395,282633,0.176,0.896,7,0.106,-16.385,1,0.0401,123.83,4,0.0473,22
3304,Styx,Hallelujah Chorus,1998243,2010-01-01,0.415,0.214,218400,0.488,4.77e-05,5,0.244,-6.757,1,0.0329,75.592,4,0.318,35
3305,Status Quo,Mean Girl,59182,2002-07-16,0.000408,0.507,208907,0.814,0.0,0,0.337,-4.027,0,0.0351,106.306,4,0.431,29
3306,Backstreet Boys,If I Ever Fall In Love,139615,1992-01-01,0.129,0.635,289693,0.306,0.0,10,0.261,-12.283,0,0.0402,127.922,4,0.173,54
3307,Slayer,Spill The Blood,810070,1988-01-01,0.000572,0.312,289027,0.957,0.135,10,0.18,-4.046,1,0.146,153.943,4,0.31,36
3308,Tom T. Hall,I Like To Feel Pretty Inside,29690,1995-01-01,0.863,0.645,143973,0.514,1.22e-06,2,0.36,-13.947,1,0.0343,111.087,4,0.911,8
3309,Modern Talking,Don't Give Up,71119,2016-11-18,0.000201,0.593,200625,0.763,0.0,1,0.318,-4.233,0,0.0325,128.084,4,0.307,49
3310,Randy Travis,I Am Going,776766,1984,0.471,0.693,205973,0.652,0.0,9,0.0922,-6.524,1,0.0288,94.322,4,0.83,46
3311,Kiss,Hotter Than Hell,1127073,2016-05-06,0.011,0.532,187958,0.868,0.0,3,0.0584,-4.23,0,0.0908,110.127,4,0.529,69
3312,Ultravox,Stranger Within,651,2003,0.984,0.321,442000,0.0573,0.865,5,0.0873,-26.601,1,0.0538,117.784,4,0.0383,21
3313,Adam Sandler,The Adventures Of The Cow,38560,1996-02-09,0.514,0.626,304293,0.38,0.0,1,0.141,-15.795,1,0.841,117.046,4,0.272,15
3314,Meat Loaf,What You See Is What You Get,5417,2017-08-04,0.00142,0.564,188131,0.98,0.0613,1,0.126,-4.345,1,0.0992,134.983,4,0.273,29
3315,Verve,This Could Be My Moment,483128,2004-11-01,0.00323,0.424,239600,0.883,2.47e-06,9,0.25,-4.931,1,0.0382,96.028,4,0.47,28
3316,Olivia Newton-John,I Never Knew Love,34129,1990,0.523,0.575,210467,0.332,0.0,6,0.101,-12.19,1,0.0311,135.01,4,0.366,39
3317,John Legend,Asylum,164526,2015-07-17,0.00933,0.417,242560,0.706,0.000572,6,0.474,-4.652,0,0.0945,127.884,4,0.512,62
3318,John Prine,The Late John Garfield Blues,89500,1997-04-08,0.695,0.316,251560,0.291,0.0,7,0.682,-15.691,1,0.0479,150.07,3,0.305,25
3319,Nick Drake,Joey,727984,2017-04-07,0.0634,0.812,207059,0.628,0.0,10,0.254,-6.164,0,0.0682,123.004,4,0.485,77
3320,Ingrid Michaelson,Oh What A Day,387063,2014-01-01,0.0629,0.673,194240,0.902,0.000174,2,0.0552,-2.378,1,0.0347,100.016,4,0.521,67
3321,Aerosmith,Light Inside,115979,2012-06-19,0.00124,0.577,290416,0.945,0.0,9,0.0826,-4.564,1,0.0893,126.02,4,0.185,42
3322,Virgin Steele,Great Sword Of Flame,7766,2016-05-06,2.67e-05,0.5,269173,0.997,0.00387,2,0.27,-6.831,1,0.0928,152.064,4,0.0632,1
3323,Bonnie Raitt,Gamblin' Man,229722,1969-04-01,0.0191,0.606,145311,0.852,0.0,9,0.0567,-3.766,1,0.0514,130.804,4,0.868,57
3324,Lil Wayne,Army Gunz,274610,2006-01-01,0.0203,0.558,244600,0.841,1.1e-05,11,0.468,-6.866,1,0.276,158.144,4,0.532,36
3325,Queensryche,Doin' Fine,114279,2017-01-27,0.126,0.424,199907,0.76,0.0,8,0.127,-4.012,1,0.0396,166.004,4,0.468,62
3326,UB40,Here I Am,3087994,2017-10-13,0.0442,0.61,246067,0.649,0.0,5,0.114,-6.063,1,0.036,137.006,4,0.529,70
3327,Dave Matthews Band,Grey Street,677961,2006-11-07,0.12,0.515,306933,0.932,1.98e-05,11,0.451,-3.833,0,0.0412,99.541,4,0.887,46
3328,Zao,The Lesser Lights Of Heaven,11892,2004,5.63e-05,0.45,255133,0.925,0.00112,8,0.174,-5.039,1,0.038,81.489,4,0.421,13
3329,Kim Wilde,Boys,790297,2017-07-26,0.0646,0.867,162586,0.545,0.000289,2,0.0505,-5.192,1,0.0625,139.943,4,0.525,78
3330,Mary Black,Sparks Might Fly,14393,2017-03-17,0.737,0.448,316053,0.361,8.47e-06,11,0.222,-12.386,0,0.0338,132.063,4,0.339,21
3331,Ne-Yo,A Little Space,10886,2017-11-17,0.00734,0.363,211750,0.779,0.00243,7,0.343,-9.53,1,0.0404,133.331,4,0.636,0
3332,Waylon Jennings,Don't Waste Your Time,337112,1997-01-01,0.00475,0.784,287440,0.526,0.000861,1,0.284,-7.763,1,0.0367,94.775,4,0.606,31
3333,Crowded House,Fall At Your Feet,1715,2017-09-08,0.107,0.713,202640,0.666,0.124,7,0.106,-7.636,1,0.0327,110.004,4,0.111,63
3334,Bob Marley,Bad Boys,174638,2016-09-16,0.0623,0.662,187013,0.837,0.0,8,0.0931,-5.015,1,0.0582,136.998,4,0.613,65
3335,Nazareth,All The Kings Horses,79815,2012-10-27,0.591,0.449,125611,0.978,0.955,2,0.192,-7.694,1,0.0651,79.959,4,0.514,37
3336,Maroon 5,Love Somebody,5132097,1976-12-10,0.172,0.492,296493,0.676,0.0,8,0.239,-6.861,1,0.0516,110.232,3,0.412,62
3337,New Order,Isolation,594,2017-08-14,0.884,0.0877,413538,0.137,0.771,0,0.0908,-27.488,1,0.0415,84.532,4,0.0324,58
3338,Chris Rea,Boom Boom,23481,2017-10-27,0.00453,0.749,248364,0.759,0.0,7,0.202,-8.065,0,0.0451,110.004,4,0.584,75
3339,Avril Lavigne,The Scientist,8982182,2002-08-08,0.727,0.56,309600,0.442,1.71e-05,5,0.11,-7.224,1,0.0243,146.448,4,0.212,84
3340,Prince,Count The Days,914,2015-12-04,0.982,0.246,162347,0.17,0.0124,4,0.11,-15.699,1,0.0336,80.735,3,0.123,24
3341,Eurythmics,It's Alright (Baby's Coming Back),299256,1985-05-11,0.404,0.624,227493,0.73,0.0,1,0.079,-6.537,1,0.0544,92.989,4,0.485,29
3342,Neil Diamond,And The Singer Sings His Song,326695,1969,0.745,0.336,217800,0.0492,0.209,0,0.112,-25.219,1,0.0354,106.616,4,0.139,14
3343,Hank Williams Jr.,I Really Like Girls,150935,1988-01-13,0.0325,0.334,230827,0.855,8.83e-05,5,0.0326,-12.318,1,0.0519,196.693,4,0.877,30
3344,Stevie Wonder,One Little Christmas Tree,38240,2017-11-10,0.78,0.3,199280,0.397,0.0,9,0.141,-7.846,1,0.0345,80.94,4,0.282,10
3345,Hank Snow,I'm Glad I'm On The Inside Looking Out,276,2005-11-23,0.0849,0.576,188133,0.539,5.9e-05,8,0.275,-8.514,1,0.0291,105.957,3,0.772,0
3346,INXS,Jumping,1523006,2017-09-15,0.0111,0.81,216615,0.873,0.0,1,0.751,-3.967,1,0.303,87.994,4,0.344,57
3347,Our Lady Peace,Sell My Soul,834465,2017-05-12,0.004,0.479,257707,0.665,0.0684,2,0.107,-5.735,1,0.0259,140.02,4,0.465,40
3348,Allman Brothers Band,Blue Sky,562924,1977,0.652,0.388,303373,0.338,3.72e-06,10,0.248,-10.054,1,0.0328,177.784,4,0.477,77
3349,Donna Summer,Only The Fool Survives,575,2001-01-01,0.0139,0.661,188707,0.669,0.0,8,0.0861,-6.649,1,0.0252,89.919,4,0.182,0
3350,Keith Urban,You're My Better Half,1454703,2007-11-20,0.0369,0.655,239400,0.747,1.29e-06,4,0.0449,-4.41,1,0.0333,118.054,4,0.613,49
3351,Westlife,Seasons In The Sun,7720,1972,0.777,0.678,209347,0.611,0.0,6,0.175,-8.306,1,0.0506,98.949,4,0.821,47
3352,Donna Summer,Sand On My Feet,297475,2008-05-20,0.0211,0.439,231453,0.782,1.64e-06,7,0.101,-5.623,1,0.0681,88.797,4,0.393,7
3353,Iron Maiden,Out Of The Silent Planet,2116063,2000-05-29,0.00169,0.184,385000,0.934,3.8e-05,4,0.349,-4.936,0,0.187,82.9,4,0.347,33
3354,Nina Simone,It Be's That Way Sometime,826787,1967,0.419,0.59,176107,0.852,0.0,9,0.186,-4.091,0,0.112,122.453,4,0.588,28
3355,Peter Gabriel,Eindringling,15,2007-01-01,0.0185,0.496,199387,0.954,1.55e-05,0,0.34,-3.72,1,0.0524,139.975,4,0.703,0
3356,Oasis,I Believe In All,37905,2016-07-22,0.0923,0.746,155513,0.719,0.0,0,0.443,-3.741,0,0.0861,128.032,4,0.869,60
3357,Dolly Parton,Chicken Every Sunday,402142,1971,0.633,0.498,157523,0.342,0.0,5,0.0889,-13.491,1,0.0566,200.813,5,0.834,12
3358,Rem,Hallelujah,1259399,2017-04-28,0.00916,0.612,212893,0.848,0.0,6,0.366,-3.736,1,0.0368,120.996,4,0.719,72
3359,Toto,You Got Me,2545487,2015-12-04,0.013,0.745,207987,0.635,0.0,11,0.06,-9.735,1,0.269,94.868,4,0.551,63
3360,Moody Blues,In My World,5777430,2010-01-01,0.141,0.588,256587,0.746,0.007,5,0.479,-5.09,0,0.224,117.011,4,0.271,57
3361,Van Morrison,Give Me My Rapture,575054,1987-09,0.183,0.679,226093,0.763,0.00115,9,0.0703,-6.739,1,0.033,140.97,4,0.892,26
3362,Cat Stevens,Home In The Sky,372633,2004-01-01,0.902,0.207,156667,0.0259,0.888,4,0.106,-26.83,1,0.0467,76.408,3,0.0419,39
3363,Queensryche,London,673067,2017-11-17,0.3,0.714,204294,0.727,2.3e-05,1,0.345,-5.008,0,0.135,163.054,3,0.175,0
3364,System Of A Down,Innervision,2736308,2002-11-26,0.000201,0.446,153773,0.953,0.0241,5,0.357,-2.268,0,0.0989,120.013,4,0.232,55
3365,Perry Como,"A Hatchet, A Hammer, A Bucket Of Nails",67331,1965,0.919,0.781,119720,0.27,0.00107,5,0.113,-14.72,1,0.0377,106.746,4,0.678,2
3366,One Direction,Change Your Ticket,7963974,2014-11-17,0.00154,0.59,266600,0.944,0.0,10,0.322,-4.323,1,0.0499,103.991,4,0.596,57
3367,Foo Fighters,The Deepest Blues Are Black,3298572,2005-06-14,0.000293,0.255,238333,0.878,3.07e-05,5,0.206,-4.183,0,0.082,193.111,3,0.161,43
3368,Queen Latifah,I Want A Little Sugar In My Bowl,826787,1967,0.895,0.626,152107,0.312,2.94e-06,6,0.181,-9.246,1,0.0332,98.708,3,0.298,48
3369,Offspring,Original Prankster,1635283,2000-11-14,0.00061,0.663,220947,0.886,2.49e-05,2,0.284,-4.149,1,0.0358,146.803,4,0.942,50
3370,Chris Rea,Sail Away,295630,2004-01-01,0.16,0.287,365000,0.562,0.0,0,0.103,-7.549,1,0.0304,147.622,4,0.126,57
3371,Miley Cyrus,Kicking And Screaming,1291549,2015-04-03,9.67e-05,0.404,206084,0.995,0.00105,6,0.333,-3.007,1,0.111,165.024,4,0.382,47
3372,Iggy Pop,V.I.P.,4454672,2017-11-17,0.00211,0.572,226667,0.955,0.0,3,0.22,-4.122,1,0.171,126.038,4,0.65,0
3373,Eurythmics,Missionary Man,341725,2016-09-16,0.00397,0.601,222840,0.796,0.000472,1,0.12,-5.176,1,0.0359,127.97,4,0.458,43
3374,Hank Williams Jr.,Finders Are Keepers,227433,2016-10-21,0.328,0.662,178240,0.727,1.98e-06,9,0.364,-5.261,1,0.0351,118.845,4,0.685,32
3375,Neil Young,Computer Age,11228,1984,0.000861,0.68,460147,0.872,0.414,9,0.522,-6.681,1,0.0558,130.298,4,0.688,29
3376,Wiz Khalifa,Most Of Us,5859916,2016-02-05,0.0625,0.918,252178,0.554,4.05e-05,7,0.423,-5.495,0,0.0799,115.017,4,0.185,56
3377,Backstreet Boys,Poster Girl,389447,2014-11-14,0.00844,0.551,260160,0.915,0.0,2,0.326,-2.496,1,0.0846,67.978,4,0.416,48
3378,Nick Cave,Lovely Creature,372559,1996,0.167,0.483,253733,0.774,0.205,10,0.333,-10.876,0,0.0377,112.646,4,0.56,34
3379,Culture Club,The Medal Song,192386,1984-11-01,0.367,0.709,255267,0.693,0.0,9,0.119,-6.889,1,0.0483,93.953,4,0.805,24
3380,Kim Wilde,Dancing In The Dark,1276556,1984-08-21,0.0115,0.527,241307,0.942,0.0,1,0.188,-5.64,0,0.0366,148.723,4,0.495,72
3381,Iggy Pop,Easy Rider,326675,2015-03-23,0.0339,0.422,259301,0.851,0.0,11,0.152,-4.031,1,0.0398,93.649,4,0.667,55
3382,Alice Cooper,He's Back,3042414,2006-01-01,0.0262,0.627,164880,0.826,0.00674,11,0.0569,-4.143,1,0.092,98.434,4,0.685,54
3383,Louis Jordan,Lemonade,139230,2017-07-17,0.247,0.648,132089,0.335,0.0376,6,0.147,-14.956,0,0.35,80.053,4,0.129,64
3384,Counting Crows,Bulldog,170,2017-01-20,0.195,0.638,184269,0.599,0.14,1,0.106,-4.868,1,0.0334,169.1,4,0.284,54
3385,Justin Timberlake,Am I Worthy Of,209,2016-04-26,0.995,0.244,96836,0.0958,0.488,0,0.14,-20.52,1,0.0475,139.608,1,0.135,13
3386,Ray Charles,Leave My Woman Alone,845658,1958,0.746,0.668,160800,0.476,0.0,9,0.147,-11.791,1,0.048,139.309,4,0.842,36
3387,Nine Inch Nails,Happiness In Slavery,746103,1992-01-01,7.65e-05,0.307,321093,0.987,0.791,10,0.329,-7.481,0,0.0819,119.881,4,0.274,34
3388,Nitty Gritty Dirt Band,Losin' You,17069,2015-04-28,0.176,0.592,234947,0.9,0.00315,4,0.151,-7.058,0,0.0475,102.645,4,0.736,28
3389,Misfits,I Turned Into A Martian,364693,1986-07-01,0.0676,0.444,103907,0.922,0.000139,3,0.183,-12.871,1,0.0647,125.057,4,0.281,43
3390,John Prine,Morning Train,1029629,1972,0.818,0.628,250457,0.32,0.000351,4,0.249,-16.01,1,0.0301,114.526,4,0.545,45
3391,Mark Ronson,Pretty Green,3069325,2008-03-21,0.103,0.536,195013,0.796,0.0,10,0.177,-6.32,1,0.0333,95.98,4,0.397,58
3392,Marilyn Manson,Killing Strangers,1202848,2015-01-01,0.011,0.588,336480,0.554,1.87e-06,5,0.13,-5.892,1,0.0442,60.003,4,0.469,51
3393,Nat King Cole,Faith Can Move Mountains,0,2016-05-25,0.0217,0.498,200124,0.584,0.89,1,0.0604,-7.779,1,0.0844,144.007,4,0.96,11
3394,Kelly Family,Carry My Soul,177114,2013-09-24,0.0507,0.496,281960,0.715,0.0,1,0.0712,-5.804,1,0.0365,121.52,4,0.357,37
3395,Norah Jones,Young Blood,509893,2010,7.14e-05,0.595,246600,0.866,0.000143,6,0.629,-4.629,1,0.0316,104.984,4,0.368,63
3396,Eric Clapton,Eyesight To The Blind,1129566,1969-05-23,0.207,0.749,135122,0.471,0.000151,7,0.0932,-9.503,0,0.0417,112.564,4,0.458,25
3397,Old 97's,Victoria,420910,2010-09-24,0.000699,0.437,250720,0.748,3.11e-06,6,0.222,-6.349,0,0.031,62.111,4,0.59,52
3398,Ne-Yo,Stop This World,2417045,2008-01-01,0.307,0.478,263573,0.706,0.0,1,0.0988,-5.958,1,0.0957,150.008,4,0.164,33
3399,Eminem,Get Money,503562,2014-10-22,0.0282,0.674,212773,0.932,0.71,11,0.684,-4.424,0,0.0859,101.033,4,0.728,65
3400,Bing Crosby,It's Beginning To Look Like Christmas,2235378,2011-10-14,0.907,0.35,206347,0.232,9.21e-06,4,0.292,-11.042,1,0.0331,93.269,3,0.381,65
3401,Bob Marley,Three Little Birds,3757903,1977-01-01,0.0102,0.807,180267,0.487,1.98e-06,9,0.0501,-10.456,1,0.0758,148.491,4,0.651,67
3402,Leo Sayer,You Make Me Feel Like Dancing,43935,2000-02-15,0.106,0.746,172587,0.677,5.08e-06,8,0.123,-7.128,0,0.0369,95.601,4,0.814,43
3403,Status Quo,Down The Dustpipe,171044,1970-03-06,0.0949,0.238,194600,0.573,0.000135,7,0.0613,-6.996,1,0.0308,172.738,4,0.524,25
3404,Neil Diamond,Moon River,1354375,1969-08-03,0.0543,0.641,141600,0.774,1.05e-05,2,0.0473,-5.916,1,0.0278,89.787,4,0.942,68
3405,Donna Summer,Fairy Tale High,297475,1977,0.0645,0.772,264493,0.699,0.378,9,0.153,-13.234,1,0.0306,130.184,4,0.963,10
3406,Engelbert Humperdinck,Winter World Of Love,65369,2005-01-01,0.76,0.307,199413,0.421,0.0,2,0.107,-10.107,1,0.029,92.386,4,0.276,17
3407,Perry Como,Hawaiian Wedding Song,91864,1970,0.866,0.329,146286,0.0963,0.000377,10,0.357,-19.019,1,0.0326,68.61,3,0.174,46
3408,Christina Aguilera,Makes Me Wanna Pray,2010149,2006-08-14,0.135,0.692,250400,0.852,1.26e-05,1,0.692,-2.975,1,0.0828,104.957,4,0.636,38
3409,Dave Matthews Band,Crash,2054162,2013-01-01,0.0832,0.51,226867,0.898,0.0,11,0.071,-3.15,1,0.0696,144.056,4,0.596,73
3410,Luther Vandross,Creepin',551779,1994-06-21,0.00228,0.683,281773,0.74,0.0,11,0.238,-6.041,0,0.0462,129.515,4,0.65,60
3411,Marianne Faithfull,Blood In My Eyes,1084558,2011-01-01,0.000716,0.198,256707,0.909,0.0113,4,0.345,-5.473,0,0.0699,90.034,3,0.32,38
3412,Cheap Trick,Downed,45225,2010-03-23,0.315,0.092,256800,0.138,0.654,7,0.283,-16.884,1,0.0382,166.306,3,0.0602,35
3413,Christmas Songs,Donde Esta Santa Claus,145,2001,0.426,0.737,138627,0.382,0.0,0,0.103,-9.939,1,0.0576,130.23,4,0.861,35
3414,Paul Simon,Virgil,251,2004-03-09,0.00359,0.404,267180,0.784,0.0,8,0.131,-2.992,1,0.0418,99.079,4,0.306,21
3415,John Waite,Bluebird Cafe,34523,2017-08-10,0.552,0.464,236587,0.362,0.0,10,0.318,-7.467,1,0.0369,176.73,3,0.467,13
3416,Nitty Gritty Dirt Band,Til The Fire Burns Out,15,2016-02-05,0.637,0.576,223713,0.583,0.0,4,0.0683,-7.458,0,0.401,176.364,4,0.444,0
3417,Jimmy Buffett,Ballad Of Spider John,151228,1974-01-01,0.298,0.619,271107,0.236,0.0,7,0.0726,-17.349,1,0.0289,123.376,4,0.269,20
3418,Misfits,Blacklight,92194,2011,0.103,0.574,205093,0.892,0.0,1,0.168,-4.795,1,0.11,122.856,5,0.767,51
3419,Hank Williams,"Precious Lord, Take My Hand",58312,2014-10-10,0.782,0.489,141107,0.198,0.293,0,0.121,-14.639,1,0.028,94.837,3,0.365,41
3420,Elton John,Ballad Of The Boy In The Red Shoes,1178444,2002-01-01,0.0938,0.611,291773,0.721,0.0,8,0.114,-5.984,1,0.0261,126.0,4,0.596,16
3421,Guided By Voices,Amorphous Surprise,55463,2012-12-11,0.0357,0.254,119467,0.974,0.786,7,0.107,-3.067,1,0.0733,108.559,4,0.207,3
3422,Stone Temple Pilots,Bi-Polar Bear,744,2012-09-18,0.0599,0.657,177667,0.723,3.56e-05,10,0.103,-7.848,0,0.136,189.155,4,0.808,32
3423,Phil Collins,Do You Remember?,400235,2009-11-23,0.0278,0.854,210307,0.664,0.0,11,0.118,-4.88,1,0.085,125.84,4,0.782,60
3424,Cliff Richard,Galadriel,5097,2014-11-22,0.541,0.818,116703,0.606,0.0,0,0.25,-7.049,1,0.435,96.078,4,0.676,27
3425,Christina Aguilera,Sing For Me,482155,2011-03-22,0.0953,0.415,234093,0.753,1e-05,0,0.0931,-5.339,1,0.0381,153.941,4,0.409,40
3426,Ultravox,Paths And Angles,90328,2004-04-16,0.0033,0.632,260800,0.571,0.862,7,0.188,-12.316,0,0.0516,128.413,4,0.663,5
3427,Cyndi Lauper,What's Going On,1446807,1971-05-21,0.111,0.256,232600,0.832,0.0,1,0.384,-5.578,0,0.0998,202.084,4,0.837,59
3428,Air Supply,So Much Love,505667,1995-06-12,0.0158,0.721,270267,0.398,3.54e-05,11,0.0586,-8.932,0,0.0449,151.823,4,0.578,55
3429,Rammstein,Hallelujah,1259407,2017-04-28,0.00916,0.612,212893,0.848,0.0,6,0.366,-3.736,1,0.0368,120.996,4,0.719,72
3430,Chris Rea,Freeway,408038,2014-10-20,0.0718,0.573,165558,0.746,0.0261,7,0.101,-6.425,0,0.22,139.905,4,0.15,49
3431,Selah,"Bika Mono Ve (Pass Me Not, O Gentle Savior) It Is Well With My Soul",41022,2016-10-21,0.905,0.242,342080,0.133,0.0,4,0.109,-13.179,1,0.0305,78.812,4,0.182,30
3432,Q-Tip,Let's Ride,116712,2005-01-01,0.157,0.632,263133,0.781,0.00601,6,0.251,-11.4,0,0.0391,104.797,4,0.843,49
3433,Cat Stevens,I Love Them All,482495,1967-12-01,0.067,0.606,132667,0.796,6.31e-06,0,0.379,-7.417,1,0.0972,128.701,4,0.632,10
3434,Nat King Cole,Say It Isn't So,105065,1985,0.026,0.62,227760,0.64,0.0,4,0.255,-12.479,1,0.0466,124.051,4,0.702,49
3435,Alan Parsons Project,I'd Rather Be A Man,20750,1998,0.619,0.611,129613,0.468,0.0,10,0.112,-16.23,1,0.06,102.582,4,0.829,27
3436,Scorpions,Skywriter,411367,1973-03-29,0.277,0.69,178440,0.886,0.00035,8,0.0636,-3.261,1,0.0354,116.962,4,0.888,29
3437,Dean Martin,If I Knew Then,1425768,2010-01-26,0.583,0.635,255587,0.4,0.0,4,0.136,-7.022,1,0.0278,105.809,3,0.174,39
3438,Guided By Voices,Big Boring Wedding,55463,1996-03-26,0.185,0.387,223307,0.892,0.0567,2,0.34,-5.204,1,0.0332,103.938,4,0.369,15
3439,Waylon Jennings,For Lovin' Me,121651,1983-01-01,0.00024,0.815,349133,0.513,0.471,0,0.0811,-8.196,1,0.036,110.871,4,0.848,44
3440,Garth Brooks,That Ol' Wind,2,2008-05-02,0.673,0.491,322373,0.309,0.000243,2,0.0896,-9.403,1,0.0306,122.54,4,0.225,0
3441,Elvis Presley,Bringing It Back,1776879,1965-03-22,0.794,0.39,330533,0.31,0.0,5,0.379,-14.545,1,0.0676,177.515,4,0.584,60
3442,John McDermott,Friend Like You,383138,2017-06-02,0.319,0.78,220109,0.753,0.0,1,0.106,-5.742,0,0.183,89.491,4,0.811,49
3443,Josh Groban,Satellite,1223212,2011-01-01,0.00446,0.401,238573,0.943,0.0,5,0.0836,-4.147,0,0.0513,134.817,4,0.46,60
3444,Hollies,It Doesn't Matter Anymore,122960,1974,0.626,0.475,206600,0.318,2.44e-06,7,0.13,-12.373,1,0.0252,76.258,4,0.36,38
3445,George Harrison,Poor House,102301,1990-10-29,0.0989,0.362,196613,0.885,0.0,7,0.328,-4.336,1,0.0492,196.784,4,0.8,36
3446,Beautiful South,Big Beautiful South,86061,1998-01-01,0.235,0.607,253640,0.552,0.00196,5,0.287,-6.837,1,0.0231,89.928,4,0.396,4
3447,Gordon Lightfoot,Does Your Mother Know,822309,2008-01-01,0.0702,0.711,193560,0.815,5.94e-05,7,0.0919,-5.094,1,0.0383,135.255,4,0.969,44
3448,George Strait,I Can Still Make Cheyenne,596052,1996-01-01,0.681,0.578,256067,0.381,0.000314,3,0.096,-10.141,1,0.0271,109.516,4,0.315,53
3449,Clash,Junco Partner,6148,1976,0.971,0.571,310040,0.42,0.725,7,0.108,-17.796,1,0.0327,141.783,4,0.697,28
3450,Chris Rea,Can't Get Through,180,2007,0.0183,0.256,88280,0.987,0.982,2,0.274,-4.285,1,0.123,68.49,3,0.0662,0
3451,Waylon Jennings,If You Can Touch Her At All,443755,2001-01-22,0.169,0.461,183573,0.384,0.0347,7,0.144,-13.445,1,0.0298,80.987,3,0.364,26
3452,Bob Seger,Living Inside My Heart,58770,2016-03-18,0.0605,0.679,239533,0.807,0.0,11,0.351,-6.64,1,0.0304,131.011,4,0.803,21
